id|title|product|daysActive|hasTour|pdpUrl|tenureType|highlights|agencies|area|propertyTypes|carSpaces|state|streetAddress|postcode|suburb|suburbAddress|price|searchCategory
502741018|A-Grade Office with Turn-Key Fitout|eliteplus|1788|False|/for-sale/property-pymble-place-25-ryde-road-pymble-nsw-2073-502741018|vacant|Areas up to 2,974 sqm@@@Commanding Main Road exposure@@@Generous Parking (1:25sqm)|PropertyFox - Parramatta / St Leonards / Sydney|195 - 3414 m²|Offices@@@Medical/Consulting|251|NSW|Pymble Place, 25 Ryde Road|2073|Pymble|Pymble, NSW 2073|Contact Agent|for-sale
504212760|Expressions of Interest closing Wed 22 Feb 2023 at 4pm|eliteplus|66|False|/for-sale/property-22-28-malua-street-reservoir-vic-3073-504212760|any||Miles Real Estate - Ivanhoe & Rosanna|3200 m²|Industrial/Warehouse||VIC|22-28 Malua Street|3073|Reservoir|Reservoir, VIC 3073|Contact Agent|for-sale
504202528|FREEHOLD INDUSTRIAL PROPERTY FOR SALE ON 10,903m2 LAND  SUNSHINE COAST NORTH |eliteplus|80|False|/for-sale/property-19-20-lower-mill-road-cooroy-qld-4563-504202528|vacant||Ray White Commercial Northern Corridor Group  - Brisbane  Moreton Bay  Sunshine Coast|3379 m²|Industrial/Warehouse||QLD|19-20 Lower Mill Road|4563|Cooroy|Cooroy, QLD 4563|Offers Invited|for-sale
504196591|Final Release - Dilop at Epping|eliteplus|87|False|/for-sale/property-final-stage-dilop-at-epping-18-dilop-drive-epping-vic-3076-504196591|vacant|Fast growing urban residential catchment@@@9 lots ranging from 1,199sqm*-2,616sqm*@@@Industrial Zone 1|JLL - Melbourne|1199 m²|Industrial/Warehouse@@@Land/Development||VIC|Final Stage - Dilop at Epping, 18 Dilop Drive|3076|Epping|Epping, VIC 3076|Contact Agent|for-sale
504196587|Freehold Industrial Investment in Premier Regency Park|eliteplus|87|True|/for-sale/property-14-16-pambula-street-regency-park-sa-5010-504196587|tenanted||Knight Frank - Adelaide (RLA 199257)|1260 m²|Industrial/Warehouse||SA|14-16 Pambula Street|5010|Regency Park|Regency Park, SA 5010|Contact Agent|for-sale
504237620|New 6 Year Lease to EG Group – High Profile CBD Location|eliteplus|10|False|/for-sale/property-eg-fuel-322-main-street-bairnsdale-vic-3875-504237620|tenanted|New 6-year net lease to 2028@@@Annual CPI reviews@@@Potential 50% stamp duty savings|King and Heath First National - Bairnsdale@@@Burgess Rawson - Melbourne|1274 m²|Retail@@@Land/Development@@@Showrooms/Bulky Goods||VIC|EG Fuel, 322 Main Street|3875|Bairnsdale|Bairnsdale, VIC 3875|Contact Agent|for-sale
504202512|A premium investment you can BANK on!|eliteplus|80|False|/for-sale/property-41-43-bulcock-street-caloundra-qld-4551-504202512|tenanted|Strong National covenants ANZ & Westpac-@@@Estimated net income $210,093* p.a.+ GST@@@Unrivalled exposure to Bulcock Street|Colliers - Brisbane|547 m²|Retail@@@Medical/Consulting|10|QLD|41-43 Bulcock Street|4551|Caloundra|Caloundra, QLD 4551|Please contact agent|for-sale
503510626|Legal suites with River views!|eliteplus|1043|False|/for-lease/property-st-martins-centre-40-44-50-st-georges-terrace-perth-wa-6000-503510626|any|Fully fitted legal tenacnies available@@@Close proximity to Perth Legal District@@@Exceptional river views|Cushman & Wakefield - PERTH|40 - 4424 m²|Offices||WA|St Martins Centre, 40, 44 & 50 St Georges Terrace|6000|Perth|Perth, WA 6000|Contact Agent|for-lease
504186143|Prime new commercial and retail destination  |eliteplus|101|False|/for-lease/property-200-kingston-road-slacks-creek-qld-4127-504186143|any||Ray White Commercial - Springwood@@@Agency HQ - Queensland|25 - 1113 m²|Retail@@@Offices@@@Medical/Consulting|109|QLD|200 Kingston Road|4127|Slacks Creek|Slacks Creek, QLD 4127|Contact Agent|for-lease
504165579|Flexible office suites|eliteplus|129|False|/for-lease/property-16-24-elsie-street-burwood-nsw-2134-504165579|vacant|Flexible suites from 300sqm - 4,000sqm@@@High parking ratio@@@Walking distance to train station|JLL - Parramatta@@@Colliers - Sydney West  |300 m²|Offices|118|NSW|16-24 Elsie Street|2134|Burwood|Burwood, NSW 2134|Contact Agent|for-lease
503997683|193sqm Showroom! Incentives Available!|eliteplus|11|False|/for-lease/property-2-4-leach-crescent-rockingham-wa-6168-503997683|any||FPS Commercial Property - FREMANTLE|193 m²|Showrooms/Bulky Goods@@@Retail||WA|2/4 Leach Crescent|6168|Rockingham|Rockingham, WA 6168|$19,300 per annum|for-lease
504212852|Leasing Opportunity in Local Shopping Strip|eliteplus|66|False|/for-lease/property-90c-90d-winston-avenue-melrose-park-sa-5039-504212852|any||LJ Hooker Commercial - Adelaide|110 m²|Retail@@@Offices||SA|90C & 90D Winston Avenue|5039|Melrose Park|Melrose Park, SA 5039|Contact Agent|for-lease
504135767|Workshop With Gantry Cranes & Large Hardstand|eliteplus|172|False|/for-lease/property-159-beechboro-road-south-bayswater-wa-6053-504135767|any|2 x 10 Tonne Overhead Gantry Cranes@@@8.8m* Under Hook@@@Large Hardstand/Laydown Areas|Colliers International - Perth|2300 m²|Industrial/Warehouse||WA|159 Beechboro Road South|6053|Bayswater|Bayswater, WA 6053|Contact Agents To Discuss Now|for-lease
503770218|2 Showrooms Remaining at Remount Business Park!|eliteplus|375|False|/for-lease/property-8-2-corporate-drive-cranbourne-vic-3977-503770218|vacant|2-Level Office & Showroom@@@Street Facing, Corner Complex@@@Secure Gated Complex|Tabak Group|325 m²|Industrial/Warehouse@@@Showrooms/Bulky Goods@@@Offices||VIC|8 & 2 Corporate Drive|3977|Cranbourne|Cranbourne, VIC 3977|Contact Agent|for-lease
504217428|Prime Freestanding Industrial Facility|eliteplus|59|False|/for-lease/property-59-magnesium-drive-crestmead-qld-4132-504217428|any|1,734sqm* Freestaning Facility@@@1,200sqm warehouse with spray booth@@@Large 490sqm awning|CG Property Group|1734 m²|Industrial/Warehouse||QLD|59 Magnesium Drive|4132|Crestmead|Crestmead, QLD 4132|Contact Agent|for-lease
504170507|BRAND NEW PREMIUM MEDICAL CENTRE LEASING OPPORTUNITY – LOCATED WITHIN THE ACTIVITY HUB OF KNOX|eliteplus|122|False|/for-lease/property-knox-health-538-mountain-highway-bayswater-vic-3153-504170507|vacant|Areas ranging from 150sqm* – 620sqm*@@@134 car spaces incl basement & on-grade@@@High exposure corner + signage opps|CBRE - Melbourne|4500 m²|Medical/Consulting@@@Retail@@@Offices||VIC|Knox Health, 538 Mountain Highway|3153|Bayswater|Bayswater, VIC 3153|FOR LEASE VIA EXPRESSIONS OF INTEREST|for-lease
503932658|Best views on St George Terrace |eliteplus|469|False|/for-lease/property-golden-square-32-st-georges-terrace-perth-wa-6000-503932658|any|Uninterrupted Swan River Views@@@Large, efficient side core floorplates@@@Custom fitouts available|Cushman & Wakefield - PERTH@@@Knight Frank - Perth|1026 - 3108 m²|Offices||WA|Golden Square, 32 St Georges Terrace|6000|Perth|Perth, WA 6000|Contact Agent|for-lease
504202508|Trophy Bondi Beachfront Freehold|eliteplus|80|False|/for-sale/property-128-132-campbell-parade-bondi-beach-nsw-2026-504202508|tenanted|Land Area of 417m² approx.@@@Flexible Zoning Controls B2 Local Centre|Colliers - Sydney|417 m²|Land/Development@@@Hotel/Leisure@@@Retail||NSW|128-132 Campbell Parade|2026|Bondi Beach|Bondi Beach, NSW 2026|For Sale|for-sale
504156191|Boutique St Georges Terrace Office Suite - Ideal for Owner Occupiers|eliteplus|143|False|/for-sale/property-lot-82-12-st-georges-terrace-perth-wa-6000-504156191|vacant||Ray White Commercial WA - PERTH|94 m²|Offices|1|WA|Lot 82, 12 St Georges Terrace|6000|Perth|Perth, WA 6000|Contact Agent|for-sale
504202500|PRIZED CBD FRINGE WAREHOUSE  PART OF 4-PROPERTY INVESTMENT PORTFOLIO* |eliteplus|80|False|/for-sale/property-70-swan-street-wollongong-nsw-2500-504202500|tenanted||MMJ  Commercial - Wollongong|297 m²|Industrial/Warehouse||NSW|70 Swan Street|2500|Wollongong|Wollongong, NSW 2500|Expressions of Interest - Price Guide $1,200,000|for-sale
504196543|INNER NORTHERN INDUSTRIAL LAND FOR DEFINITE SALE|eliteplus|87|False|/for-sale/property-11-watervale-drive-green-fields-sa-5107-504196543|vacant|2031 sqm * of Prime Industrial Land@@@Established Industrial precinct@@@Access to Major freight corridors|CBRE - South Australia (RLA 208125)|2031 m²|Industrial/Warehouse@@@Land/Development||SA|11 Watervale Drive|5107|Green Fields|Green Fields, SA 5107|Contact Agent|for-sale
504207744|Development Site|eliteplus|73|False|/for-sale/property-2-macklin-street-sturt-sa-5047-504207744|vacant|Development Opportunities (STCC)@@@Shed Included@@@Flexible Zoning|Collins Bateman|700 m²|Land/Development@@@Industrial/Warehouse@@@Other||SA|2 Macklin Street|5047|Sturt|Sturt, SA 5047|$580,000 - $610,000|for-sale
504225340|Noosa's Best Warehousing - Stage 3 - Final Release |eliteplus|45|False|/for-sale/property-1-6-64-gateway-drive-noosaville-qld-4566-504225340|vacant||Forde Property Commercial - NOOSA HEADS|66 m²|Industrial/Warehouse@@@Showrooms/Bulky Goods||QLD|1-6/64 Gateway Drive|4566|Noosaville|Noosaville, QLD 4566|STARTING FROM OFFERS OVER $499,000|for-sale
504225336|Modern Integrated Industrial Warehousing and Residences|eliteplus|45|False|/for-sale/property-7-9-64-gateway-drive-noosaville-qld-4566-504225336|vacant||Forde Property Commercial - NOOSA HEADS|160 m²|Industrial/Warehouse@@@Showrooms/Bulky Goods||QLD|7-9/64 Gateway Drive|4566|Noosaville|Noosaville, QLD 4566|STARTING OFFERS OVER $1m|for-sale
504221468|~AUCTION ~ 8 Year Lease + Options  Freehold Property  Gold Coast|eliteplus|52|False|/for-sale/property-20-central-park-avenue-ashmore-qld-4214-504221468|tenanted|Medical grade tenant@@@Long term lease@@@Fringe Business Zoning|Crew Commercial -  Brisbane & Gold Coast Offices|940 m²|Industrial/Warehouse@@@Showrooms/Bulky Goods|12|QLD|20 Central Park Avenue|4214|Ashmore|Ashmore, QLD 4214|Call agent|for-sale
504085715|Clae Business Estate – Stage 1 30% SOLD|eliteplus|241|True|/for-sale/property-clae-business-estate-34-44-separation-street-north-geelong-vic-3215-504085715|any||Baywest Real Estate -            @@@Gartland (Commercial) - GEELONG|116 - 412 m²|Industrial/Warehouse||VIC|Clae Business Estate, 34-44 Separation Street|3215|North Geelong|North Geelong, VIC 3215|Priced from $534,990 Plus GST|for-sale
504191739|Substantial Collingwood Freehold Corner - 2 Shops + 3 Modern Townhouses|eliteplus|94|False|/for-sale/property-183-185-johnston-street-70-72-74-little-francis-street-collingwood-vic-3066-504191739|any|5 Titles To be Sold Collectively@@@36 m* Frontage to Johnston Street@@@Prominent Activity Centre Position|Stonebridge Property Group - Melbourne|513 m²|Retail@@@Showrooms/Bulky Goods@@@Hotel/Leisure|3|VIC|183-185, Johnston Street & 70, 72, 74 Little Francis Street|3066|Collingwood|Collingwood, VIC 3066|$3,450,000|for-sale
503587490|Secure Boutique Whole Floors With Fit outs|eliteplus|944|False|/for-lease/property-whole-floors-61-york-street-sydney-nsw-2000-503587490|any|Whole floor with enclosed balcony@@@Brand New Fitouts Available @@@Own kitchen and bathrooms|Ray White Commercial (Office Leasing) - SYDNEY|207 - 621 m²|Offices||NSW|Whole floors, 61 York Street|2000|Sydney|Sydney, NSW 2000|Rents from $950sqm pa gross plus GST|for-lease
502924094|Brand New Spec Suite - 107sqm - Combination of Open Plan Workstations & Private Offices|eliteplus|1609|False|/for-lease/property-100-edward-street-brisbane-city-qld-4000-502924094|any|Brand New Spec Fit Out - 107m²@@@Combination of Open Plan & Offices@@@Great Natural Light Throughout|Caden Office Leasing - Brisbane City|107 m²|Offices||QLD|100 Edward Street|4000|Brisbane City|Brisbane City, QLD 4000|$70K + GST (Subject to Lease Term)|for-lease
504196663|Brand New Office Space with Outstanding Facilities and Views|eliteplus|87|False|/for-lease/property-21-24-north-terrace-adelaide-sa-5000-504196663|any||McGees Property - Adelaide (RLA 1722)|596 m²|Medical/Consulting@@@Offices||SA|21-24 North Terrace|5000|Adelaide|Adelaide, SA 5000|Contact Agents for Rental Details|for-lease
504182663|1-500sqm Available. Suit Variety Of Businesses. Fully Serviced. Short Or Long Term.|eliteplus|104|False|/for-lease/property-8-clunies-ross-court-eight-mile-plains-qld-4113-504182663|any||LJ Hooker Commercial - Brisbane|1 - 500 m²|Offices@@@Medical/Consulting||QLD|8 Clunies Ross Court|4113|Eight Mile Plains|Eight Mile Plains, QLD 4113|From $550 per month plus GST|for-lease
504212808|Your new HQ. Whole floor or whole building opportunity.|eliteplus|66|False|/for-lease/property-3-richardson-street-west-perth-wa-6005-504212808|any|Low gross occupancy cost@@@Fitted floors@@@Light tenancies with leafy aspect|Colliers International - Perth|418 - 844 m²|Offices||WA|3 Richardson Street|6005|West Perth|West Perth, WA 6005|$275/sqm net|for-lease
504167495|Range of half floor or full floor offices within desirable CBD location|eliteplus|125|False|/for-lease/property-191-clarence-street-sydney-nsw-2000-504167495|any|Half or full floor tenancies@@@Existing fit-outs@@@Available immediately|Mercer Property - SYDNEY|116 - 279 m²|Offices||NSW|191 Clarence Street|2000|Sydney|Sydney, NSW 2000|Contact Agent|for-lease
504161507|Exceptionally Well Presented Office Suites at Attractive Rates|eliteplus|136|False|/for-lease/property-161-walker-street-north-sydney-nsw-2060-504161507|any|Entry Level Office Suites@@@Easy Access to Public Transport@@@Refurbished and Fitted - out options|Raine & Horne Commercial - North Sydney|60 - 185 m²|Offices|1|NSW|161 Walker Street|2060|North Sydney|North Sydney, NSW 2060|PLEASE CONTACT AGENT|for-lease
504161459|Sublease / Stand Alone Facility / 5 Doors & 2 Docks|eliteplus|136|False|/for-lease/property-regents-park-nsw-2143-504161459|vacant|Lockable standalone facility@@@Access via 5 on grade doos and 2 docks@@@Warehouse clearance reaching 7.9m*|JLL - Parramatta|7248 m²|Industrial/Warehouse||NSW|Address available on request|2143|Regents Park|Regents Park, NSW 2143|Contact Agent|for-lease
5762535|Suites and whole floors available on Martin Place doorstep|eliteplus|4332|True|/for-lease/property-25-martin-place-sydney-nsw-2000-5762535|any|New suites from 190sqm@@@Full floors from 1,974sqm@@@Stunning harbour views|Dexus@@@Cushman & Wakefield - Sydney|190 - 1974 m²|Offices||NSW|25 Martin Place|2000|Sydney|Sydney, NSW 2000|Contact Agent|for-lease
504233744|GROUND FLOOR OFFICE|eliteplus|17|False|/for-lease/property-unit-1-84-matlock-street-mount-hawthorn-wa-6016-504233744|any|GROUND FLOOR@@@SIGNAGE OPPORTUNITY@@@4 CAR BAYS|Altegra Property Group - Perth|230 m²|Offices@@@Medical/Consulting|4|WA|Unit 1, 84 Matlock Street|6016|Mount Hawthorn|Mount Hawthorn, WA 6016|$295/sqm + Outgoings + Parking + GST|for-lease
504196487|SOLD PRIOR TO AUCTION|eliteplus|87|False|/for-sale/property-2-arnott-place-wetherill-park-nsw-2164-504196487|tenanted||Coutts - South West |804 m²|Industrial/Warehouse||NSW|2 Arnott Place|2164|Wetherill Park|Wetherill Park, NSW 2164|Contact Agent|for-sale
504202428|Strategic Low Site Coverage Offering in Blue Chip Location|eliteplus|80|False|/for-sale/property-59-65-67-69-webber-parade-keilor-east-vic-3033-504202428|vacant|Versatile Low Site Coverage Offering@@@Ample Yard & Parking@@@Western Ring Road Signage Opportunities|JLL - Melbourne|850 m²|Industrial/Warehouse||VIC|59-65 & 67-69 Webber Parade|3033|Keilor East|Keilor East, VIC 3033|Contact Agent|for-sale
504237552|Strategic Viva Energy Investment Within Booming Metro Perth Industrial Precinct|eliteplus|10|False|/for-sale/property-viva-energy-9-pritchard-street-o-connor-wa-6163-504237552|tenanted|New 15-year net lease to 2037@@@Tenant pays outs incl Land Tax@@@Annual 3% rent increases|Burgess Rawson  - Perth @@@Burgess Rawson - Melbourne|2798 m²|Retail@@@Land/Development@@@Showrooms/Bulky Goods||WA|Viva Energy, 9 Pritchard Street|6163|O'Connor|O'Connor, WA 6163|Contact Agent|for-sale
504237548|RARE STRATEGICALLY LOCATED WAREHOUSE|eliteplus|10|False|/for-sale/property-3-107-109-whitehall-street-footscray-vic-3011-504237548|vacant|Exceptional city fringe location@@@Character and charm filled building@@@Highly functional facility|Ryder Commercial Pty Ltd - Melbourne|1209 m²|Industrial/Warehouse@@@Land/Development|5|VIC|3/107-109 Whitehall Street|3011|Footscray|Footscray, VIC 3011|CONTACT AGENT|for-sale
504233660|LANDMARK FREESTANDING FACILITY - FOR SALE/LEASE|eliteplus|17|False|/for-sale/property-807-boundary-road-darra-qld-4076-504233660|vacant||DUGAN & CO PROPERTY - NEWSTEAD|4500 m²|Industrial/Warehouse@@@Showrooms/Bulky Goods@@@Offices||QLD|807 Boundary Road|4076|Darra|Darra, QLD 4076|EOI Closing Thursday the 16th of February at 5pm|for-sale
504217264|Rare Market Opportunity, Exclusive Warehouses to Doonside & Holbeche Road - Enquire today, Don't miss out!!!|eliteplus|59|False|/for-sale/property-3-holbeche-road-arndell-park-nsw-2148-504217264|vacant|Prominent Doonside Rd Location@@@Ideal for Investors & Owner Occupiers @@@Sizes Ranging From 147m² to 582m²|PRD Commercial -  Western Sydney@@@Akura Properties Pty Ltd@@@Colliers - Sydney West  |147 m²|Industrial/Warehouse||NSW|3 Holbeche Road|2148|Arndell Park|Arndell Park, NSW 2148|Brand New Industrial Warehouse Offering!!!|for-sale
504196455|A LOVED GEM IN STUNNING NORTH EAST VICTORIA|eliteplus|87|False|/for-sale/property-5557-omeo-highway-mitta-mitta-vic-3701-504196455|vacant|Land area of 3,058sqm*@@@General licence until 1am@@@Reliable performer (consistent trade)|CBRE - Hotels|3058 m²|Hotel/Leisure||VIC|5557 Omeo Highway|3701|Mitta Mitta|Mitta Mitta, VIC 3701|Contact Agent|for-sale
504241316|Premium Tenanted Retail Tenancy in Anzac Arcade|eliteplus|3|False|/for-sale/property-25-198-adelaide-street-brisbane-city-qld-4000-504241316|any|Heritage Anzac Arcade tenancy@@@High foot traffic zone@@@Tenanted investment|Blue Commercial - FORTITUDE VALLEY@@@JD QLD Real Estate Holdings - BRISBANE CITY|68 m²|Retail||QLD|25/198 Adelaide Street|4000|Brisbane City|Brisbane City, QLD 4000|Contact Agent|for-sale
504202404|Rare Tilt Panel Investment backed by international business |eliteplus|80|False|/for-sale/property-52-flinders-parade-north-lakes-qld-4509-504202404|tenanted||Ray White Commercial (Southwest) - NEWSTEAD|950 m²|Industrial/Warehouse@@@Offices||QLD|52 Flinders Parade|4509|North Lakes|North Lakes, QLD 4509|Contact Agent|for-sale
504196443|A 100% Leased Templestowe Freehold with Unrivalled Fundamentals|eliteplus|87|False|/for-sale/property-126-130-james-street-templestowe-vic-3106-504196443|any|Anchored by Bendigo Bank@@@641 sqm* C1Z Landholding@@@Flexibility of Three Frontages|Stonebridge Property Group - Melbourne|482 m²|Retail@@@Showrooms/Bulky Goods@@@Offices|5|VIC|126-130 James Street|3106|Templestowe|Templestowe, VIC 3106|Contact Agent|for-sale
504128067|Prime Queen Street Office with Private Terrace and Rooftop!|eliteplus|181|False|/for-lease/property-1-5-level-7-131-queen-street-melbourne-vic-3000-504128067|any|Exclusive rooftop and outdoor terrace @@@Flexible open floorplan @@@Magnificent views and natural light|Nelson Alexander Commercial|58 - 90 m²|Offices||VIC|1-5, Level 7/131 Queen Street|3000|Melbourne|Melbourne, VIC 3000|Contact Agent|for-lease
504073851|Commercial Office Fitted and Furnished|eliteplus|256|False|/for-lease/property-ga-747-lytton-road-murarrie-qld-4172-504073851|vacant|Ground floor furnished office suite@@@High speed fibre network@@@45 generous sized work stations|Savills - Brisbane|435 m²|Offices||QLD|GA, 747 Lytton Road|4172|Murarrie|Murarrie, QLD 4172|Please Contact Agent|for-lease
504191647|Office with Access to Motorways|eliteplus|94|False|/for-lease/property-44-formation-street-wacol-qld-4076-504191647|any|64 Carparks@@@1,116sqm* Office@@@Secure Fenced Site|CG Property Group@@@Raine & Horne Commercial - Brisbane Southside & Bayside|1161 m²|Offices||QLD|44 Formation Street|4076|Wacol|Wacol, QLD 4076|Contact Agent|for-lease
504065135|GROUND FLOOR CAFE & VARIETY OF OFFICE SUITES|eliteplus|269|False|/for-lease/property-10-help-street-chatswood-nsw-2067-504065135|any|FLEXIBLE LEASE TERMS@@@INCREDIBLY COMPETITIVE RENT@@@SECURE PARKING|X Commercial  - Lower North Shore|75 - 726 m²|Offices@@@Medical/Consulting||NSW|10 Help Street|2067|Chatswood|Chatswood, NSW 2067|Contact Agent|for-lease
504027387|Orchard Quarter - Unrivalled Opportunity within State of the Art Mixed Industrial Commercial Use Precinct with Food Innovation Hub|eliteplus|325|False|/for-sale/property-27-sunny-bank-road-lisarow-nsw-2250-504027387?listingType=rent|vacant|14,454 m2 approx. of lettable area@@@Childcare, Vet, Cafe, Gym, Restaurant@@@Large & Small warehousing|LJ Hooker Commercial Terrigal - TERRIGAL|60 - 2285 m²|Industrial/Warehouse@@@Retail||NSW|27 Sunny Bank Road|2250|Lisarow|Lisarow, NSW 2250|For Sale/Lease|for-lease
503944166|FULLY FITTED PREMISES WITH UNINTERRUPTED SWAN RIVER VIEWS|eliteplus|417|False|/for-lease/property-30-the-esplanade-perth-wa-6000-503944166|any|Whole floor available 646 sqm@@@Fitted and furnished @@@Stunning Swan River views|CBRE - Perth  @@@Cushman & Wakefield - PERTH|645 m²|Offices||WA|30 The Esplanade|6000|Perth|Perth, WA 6000|Contact Agent|for-lease
504085743|Ellison Estate – Q2 2023 Completion – Pre-Commitments Now Available|eliteplus|241|False|/for-lease/property-22-ellison-road-geebung-qld-4034-504085743|vacant||JLL - Brisbane@@@Cushman & Wakefield - Brisbane|600 - 3500 m²|Industrial/Warehouse@@@Offices@@@Showrooms/Bulky Goods||QLD|22 Ellison Road|4034|Geebung|Geebung, QLD 4034|Please Contact Agents|for-lease
504072211|Brand New Tenancy With River Views Available On Flexible Terms.|eliteplus|257|False|/for-lease/property-7-10-felix-brisbane-city-qld-4000-504072211|vacant|Brand New Turn Key Fit out @@@Golden Triangle Location @@@River Views |Caden Office Leasing - Brisbane City|597 m²|Offices||QLD|7/10  Felix|4000|Brisbane City|Brisbane City, QLD 4000|Competitive Rates On Variable Terms.|for-lease
504217396|Pop-Up Shop or Monthly Tenancy|eliteplus|59|False|/for-lease/property-g1a-127-rundle-mall-adelaide-sa-5000-504217396|any|Prime Location@@@Pop-up or Monthly Tenancy|Prorealty - KENT TOWN|37 m²|Retail||SA|G1A, 127 Rundle Mall|5000|Adelaide|Adelaide, SA 5000|Contact Agent|for-lease
504185967|Architecturally Designed Units|eliteplus|101|False|/for-sale/property-lot-21-22-cobbans-close-beresfield-nsw-2322-504185967?listingType=rent|vacant|Units from 93 sqm* to 267 sqm*@@@Concrete panel construction@@@Only 8 in the complex|Knight Frank - Newcastle|93 - 267 m²|Industrial/Warehouse|16|NSW|Lot 21 & 22 Cobbans Close|2322|Beresfield|Beresfield, NSW 2322|Contact Agent|for-lease
